t,ms,ok,fails,limited,slack,s,n,xi,v,delta,d_cmd,v_plan,a_plan
1789762744.448,22.1,1,0,21,0.000,11.88,0.119,-0.000,1.86,-0.000,-0.000,2.50,7.00
1789762744.470,20.2,1,0,21,0.000,11.88,0.119,-0.000,1.85,-0.000,-0.000,2.49,7.00
1789762744.494,22.3,1,0,21,0.000,11.98,0.119,-0.000,1.88,-0.000,-0.000,2.52,7.00
1789762744.517,21.1,1,0,21,0.000,11.98,0.119,-0.000,1.89,-0.000,-0.000,2.53,7.00
1789762744.541,23.0,1,0,21,0.000,12.08,0.119,-0.000,2.00,-0.000,-0.000,2.63,7.00
1789762744.562,19.6,1,0,21,0.000,12.08,0.119,-0.000,2.07,-0.000,0.000,2.70,7.00
1789762744.582,18.0,1,0,21,0.000,12.18,0.119,-0.000,2.18,0.000,0.001,2.82,7.00
1789762744.602,17.9,1,0,21,0.000,12.18,0.119,-0.000,2.26,0.001,0.001,2.89,7.00
1789762744.620,15.9,1,0,21,0.000,12.28,0.119,-0.000,2.35,0.001,0.003,2.98,7.00
1789762744.637,16.6,1,0,21,0.000,12.28,0.119,-0.000,2.40,0.003,0.004,3.03,7.00
1789762744.658,18.6,1,0,21,0.000,12.38,0.119,0.000,2.34,0.004,0.005,2.97,7.00
1789762744.676,16.8,1,0,21,0.000,12.38,0.119,0.000,2.31,0.005,0.005,2.94,7.00
1789762744.697,15.4,1,0,21,0.000,12.48,0.119,0.001,2.20,0.005,0.005,2.83,7.00
1789762744.722,17.7,1,0,21,0.000,12.48,0.119,0.001,2.13,0.005,0.005,2.76,7.00
1789762744.742,15.9,1,0,21,0.000,12.58,0.119,0.002,2.01,0.005,0.005,2.65,7.00
1789762744.764,15.2,1,0,21,0.000,12.58,0.119,0.002,1.92,0.005,0.005,2.56,7.00
1789762744.787,15.3,1,0,21,0.000,12.68,0.119,0.003,1.88,0.005,0.005,2.52,7.00
1789762744.810,16.2,1,0,21,0.000,12.68,0.119,0.003,1.86,0.005,0.006,2.50,7.00
1789762744.836,21.1,1,0,21,0.000,12.68,0.119,0.004,1.82,0.006,0.005,2.47,7.00
1789762744.857,19.6,1,0,21,0.000,12.68,0.119,0.004,1.81,0.005,0.005,2.45,7.00
1789762744.878,18.3,1,0,21,0.000,12.78,0.120,0.005,1.93,0.005,0.007,2.57,7.00
1789762744.901,18.9,1,0,21,0.000,12.88,0.120,0.006,2.05,0.007,0.011,2.68,7.00
1789762744.927,23.1,1,0,21,0.000,12.88,0.120,0.007,2.16,0.011,0.011,2.79,7.00
1789762744.950,21.5,1,0,21,0.000,12.88,0.120,0.007,2.24,0.011,0.011,2.87,7.00
1789762744.969,17.9,1,0,21,0.000,13.08,0.122,0.011,2.30,0.011,0.015,2.93,7.00
1789762744.991,20.7,1,0,21,0.000,13.08,0.122,0.011,2.33,0.015,0.016,2.96,6.99
1789762745.013,19.6,1,0,21,0.000,13.18,0.123,0.014,2.26,0.016,0.016,2.89,7.00
1789762745.037,21.8,1,0,21,0.000,13.18,0.123,0.014,2.22,0.016,0.017,2.85,6.99
1789762745.059,21.5,1,0,21,0.000,13.18,0.123,0.014,2.21,0.017,0.016,2.84,7.00
1789762745.080,18.9,1,0,21,0.000,13.28,0.124,0.017,2.14,0.016,0.018,2.77,6.99
1789762745.100,17.8,1,0,21,0.000,13.28,0.126,0.021,2.01,0.018,0.016,2.65,7.00
1789762745.121,17.1,1,0,21,0.000,13.38,0.127,0.023,1.90,0.016,0.016,2.54,7.00
1789762745.151,25.4,1,0,21,0.000,13.38,0.128,0.025,1.83,0.016,0.016,2.47,7.00
1789762745.170,17.4,1,0,21,0.000,13.38,0.128,0.025,1.78,0.016,0.015,2.42,7.00
1789762745.190,17.8,1,0,21,0.000,13.48,0.130,0.029,1.84,0.015,0.017,2.48,7.00
1789762745.212,19.3,1,0,21,0.000,13.48,0.130,0.029,1.88,0.017,0.018,2.52,7.00
1789762745.233,18.2,1,0,21,0.000,13.58,0.131,0.032,1.93,0.018,0.021,2.57,7.00
1789762745.255,17.8,1,0,21,0.000,13.68,0.135,0.036,2.07,0.021,0.025,2.70,6.99
1789762745.277,17.8,1,0,21,0.000,13.68,0.135,0.036,2.19,0.025,0.027,2.82,6.99
1789762745.299,17.8,1,0,21,0.000,13.68,0.137,0.040,2.28,0.027,0.027,2.91,6.99
1789762745.322,17.8,1,0,21,0.000,13.78,0.139,0.043,2.34,0.027,0.030,2.97,6.98
1789762745.354,27.5,1,0,21,0.000,13.78,0.142,0.046,2.39,0.030,0.031,3.01,6.97
1789762745.379,23.0,1,0,21,0.000,13.78,0.142,0.046,2.41,0.031,0.030,3.04,6.98
1789762745.403,22.3,1,0,21,0.000,13.98,0.148,0.058,2.24,0.030,0.034,2.87,6.98
1789762745.425,20.7,1,0,21,0.000,13.98,0.148,0.058,2.12,0.034,0.034,2.75,6.98
1789762745.448,20.8,1,0,21,0.000,13.98,0.154,0.065,2.02,0.034,0.030,2.65,6.99
1789762745.467,17.8,1,0,21,0.000,13.98,0.154,0.065,1.96,0.030,0.029,2.59,6.99
1789762745.487,18.6,1,0,21,0.000,14.08,0.160,0.073,1.91,0.029,0.031,2.54,6.99
1789762745.507,18.5,1,0,21,0.000,14.08,0.160,0.073,1.88,0.031,0.031,2.52,6.99
1789762745.529,19.9,1,0,21,0.000,14.18,0.166,0.081,1.85,0.031,0.033,2.49,6.99
1789762745.550,20.0,1,0,21,0.000,14.18,0.166,0.081,1.84,0.033,0.034,2.48,6.99
1789762745.578,25.6,1,0,21,0.000,14.28,0.173,0.089,1.90,0.034,0.037,2.54,6.99
1789762745.601,21.2,1,0,21,0.000,14.28,0.173,0.089,1.94,0.037,0.040,2.58,6.98
1789762745.622,20.0,1,0,21,0.000,14.38,0.184,0.100,2.07,0.040,0.044,2.70,6.98
1789762745.643,19.1,1,0,21,0.000,14.38,0.184,0.100,2.15,0.044,0.044,2.78,6.96
1789762745.664,18.7,1,0,21,0.000,14.48,0.195,0.111,2.27,0.044,0.035,2.89,6.97
1789762745.684,18.5,1,0,21,0.000,14.48,0.195,0.111,2.34,0.035,0.032,2.97,6.98
1789762745.706,20.1,1,0,21,0.000,14.58,0.208,0.126,2.38,0.032,0.026,3.00,6.97
1789762745.725,17.7,1,0,21,0.000,14.58,0.208,0.126,2.40,0.026,0.023,3.03,6.99
1789762745.745,18.8,1,0,21,0.000,14.68,0.213,0.130,2.34,0.023,0.024,2.97,6.98
1789762745.767,18.6,1,0,21,0.000,14.68,0.220,0.135,2.24,0.024,0.022,2.87,6.99
1789762745.789,18.8,1,0,21,0.000,14.78,0.226,0.139,2.12,0.022,0.023,2.75,6.99
1789762745.818,25.4,1,0,21,0.000,14.78,0.231,0.142,2.03,0.023,0.023,2.66,6.99
1789762745.841,21.4,1,0,21,0.000,14.78,0.231,0.142,1.97,0.023,0.025,2.61,6.99
1789762745.864,20.7,1,0,21,0.000,14.88,0.250,0.151,1.93,0.025,0.020,2.56,6.99
1789762745.884,19.3,1,0,21,0.000,14.88,0.250,0.151,1.91,0.020,0.018,2.55,7.00
1789762745.905,19.1,1,0,21,0.000,14.98,0.263,0.157,1.93,0.018,0.016,2.57,6.99
1789762745.928,21.8,1,0,21,0.000,14.98,0.263,0.157,1.94,0.016,0.013,2.58,7.00
1789762745.954,24.1,1,0,21,0.000,14.98,0.263,0.157,1.95,0.013,0.014,2.59,7.00
1789762745.978,22.8,1,0,21,0.000,15.08,0.284,0.165,2.08,0.014,0.006,2.72,7.00
1789762746.003,23.3,1,0,21,0.000,15.08,0.284,0.165,2.16,0.006,0.002,2.80,7.00
1789762746.028,22.6,1,0,21,0.000,15.18,0.303,0.169,2.26,0.002,-0.002,2.89,7.00
1789762746.051,22.5,1,0,21,0.000,15.18,0.303,0.169,2.31,-0.002,-0.006,2.94,7.00
1789762746.073,20.0,1,0,21,0.000,15.38,0.322,0.171,2.34,-0.006,-0.008,2.96,7.00
1789762746.098,23.4,1,0,21,0.000,15.38,0.322,0.171,2.34,-0.008,-0.010,2.97,7.00
1789762746.127,27.6,1,0,22,0.000,15.38,0.336,0.171,2.24,-0.010,-0.010,2.87,7.00
1789762746.151,22.8,1,0,22,0.000,15.38,0.336,0.171,2.19,-0.010,-0.012,2.82,7.00
1789762746.176,22.9,1,0,22,0.000,15.58,0.357,0.161,2.03,-0.012,-0.011,2.66,7.00
1789762746.202,24.6,1,0,22,0.000,15.58,0.357,0.161,1.93,-0.011,-0.011,2.57,7.00
1789762746.230,25.6,1,0,22,0.000,15.68,0.371,0.152,1.86,-0.011,-0.011,2.50,7.00
1789762746.255,24.1,1,0,22,0.000,15.68,0.371,0.152,1.84,-0.011,-0.011,2.48,7.00
1789762746.279,21.8,1,0,22,0.000,15.68,0.384,0.150,1.84,-0.011,-0.012,2.48,7.00
1789762746.303,22.8,1,0,22,0.000,15.68,0.384,0.150,1.84,-0.012,-0.013,2.48,7.00
1789762746.329,23.3,1,0,22,0.000,15.88,0.403,0.131,1.98,-0.013,-0.020,2.62,7.00
1789762746.354,24.2,1,0,22,0.000,15.88,0.403,0.131,2.08,-0.020,-0.026,2.71,6.99
1789762746.383,26.8,1,0,22,0.000,15.98,0.417,0.119,2.23,-0.026,-0.026,2.86,6.99
1789762746.408,23.5,1,0,22,0.000,15.98,0.417,0.119,2.35,-0.026,-0.026,2.98,6.98
1789762746.435,24.6,1,0,22,0.000,16.08,0.430,0.105,2.41,-0.026,-0.026,3.03,6.98
1789762746.459,22.4,1,0,22,0.000,16.08,0.430,0.105,2.43,-0.026,-0.028,3.05,6.98
1789762746.487,26.3,1,0,22,0.000,16.28,0.443,0.074,2.28,-0.028,-0.047,2.91,6.98
1789762746.514,25.4,1,0,22,0.000,16.28,0.443,0.074,2.18,-0.047,-0.052,2.81,6.92
1789762746.541,24.6,1,0,22,0.000,16.38,0.449,0.056,2.02,-0.052,-0.035,2.65,6.98
1789762746.566,23.9,1,0,22,0.000,16.38,0.449,0.056,1.94,-0.035,-0.045,2.57,6.99
1789762746.595,26.4,1,0,22,0.000,16.38,0.453,0.048,1.88,-0.045,-0.051,2.52,6.96
1789762746.620,23.5,1,0,22,0.000,16.38,0.453,0.048,1.86,-0.051,-0.045,2.49,6.98
1789762746.647,25.5,1,0,22,0.000,16.58,0.457,0.006,1.93,-0.045,-0.055,2.57,6.97
1789762746.671,22.8,1,0,22,0.000,16.58,0.457,0.006,1.97,-0.055,-0.062,2.60,6.95
1789762746.697,24.0,1,0,22,0.000,16.68,0.456,-0.022,2.09,-0.062,-0.028,2.72,6.94
1789762746.722,23.9,1,0,22,0.000,16.68,0.456,-0.022,2.17,-0.028,-0.032,2.80,6.99
1789762746.745,21.1,1,0,22,0.000,16.78,0.452,-0.053,2.24,-0.032,-0.056,2.86,6.90
1789762746.774,27.3,1,0,23,0.000,16.78,0.452,-0.053,2.27,-0.056,-0.047,2.89,6.91
1789762746.793,17.6,1,0,23,0.000,16.98,0.441,-0.104,2.25,-0.047,-0.026,2.85,6.52
1789762746.822,21.7,1,0,23,0.000,16.98,0.441,-0.104,2.24,-0.026,-0.023,2.82,6.47
1789762746.843,19.0,1,0,23,0.000,17.07,0.430,-0.138,2.10,-0.023,0.012,2.70,6.88
1789762746.864,19.3,1,0,23,0.000,17.07,0.430,-0.138,2.01,0.012,0.028,2.64,6.94
1789762746.887,21.7,1,0,23,0.000,17.17,0.419,-0.164,1.95,0.028,0.012,2.57,6.79
1789762746.909,19.9,1,0,23,0.000,17.17,0.419,-0.164,1.91,0.012,0.018,2.53,6.87
1789762746.927,16.6,1,0,23,0.000,17.17,0.405,-0.165,1.85,0.018,0.022,2.48,6.95
1789762746.952,23.0,1,0,23,0.000,17.17,0.405,-0.165,1.83,0.022,0.022,2.46,6.96
1789762746.978,24.6,1,0,23,0.000,17.17,0.405,-0.165,1.81,0.022,0.029,2.45,6.99
1789762747.008,27.5,1,0,24,0.000,17.37,0.382,-0.205,1.96,0.029,0.102,2.55,6.22
1789762747.031,21.9,1,0,24,0.000,17.37,0.382,-0.205,2.05,0.102,0.089,2.59,5.84
1789762747.056,23.2,1,0,24,0.000,17.46,0.359,-0.226,2.17,0.089,0.190,2.63,4.63
1789762747.077,19.3,1,0,24,0.000,17.46,0.359,-0.226,2.26,0.168,0.166,2.64,4.29
1789762747.099,20.0,1,0,24,0.000,17.56,0.331,-0.243,2.31,0.166,0.166,2.52,1.09
1789762747.121,21.0,1,0,24,0.000,17.65,0.318,-0.270,2.35,0.166,0.249,2.48,2.91
1789762747.145,23.1,1,0,24,0.000,17.65,0.318,-0.270,2.36,0.237,0.315,2.57,2.47
1789762747.165,18.1,1,0,24,0.000,17.85,0.283,-0.307,2.23,0.315,0.310,2.38,1.82
1789762747.186,19.2,1,0,24,0.000,17.85,0.283,-0.307,2.17,0.310,0.310,2.27,1.51
1789762747.206,19.6,1,0,24,0.000,17.85,0.283,-0.307,2.13,0.310,0.311,2.30,3.04
1789762747.227,18.7,1,0,24,0.000,17.94,0.258,-0.310,2.00,0.311,0.311,2.22,2.59
1789762747.246,17.5,1,0,24,0.000,17.94,0.258,-0.310,1.92,0.311,0.396,2.19,3.91
1789762747.267,19.1,1,0,24,0.000,18.04,0.233,-0.305,1.86,0.373,0.458,2.16,3.15
1789762747.296,27.6,1,0,25,0.192,18.04,0.233,-0.305,1.83,0.439,0.388,1.92,-0.21
1789762747.314,16.2,1,0,25,0.000,18.13,0.214,-0.325,1.85,0.388,0.399,1.95,3.09
1789762747.342,27.5,1,0,26,0.689,18.13,0.214,-0.325,1.86,0.399,0.398,1.95,-0.22
1789762747.358,13.9,1,0,26,0.000,18.23,0.179,-0.283,1.97,0.398,0.431,2.04,2.77
1789762747.387,27.0,0,1,26,0.000,18.23,0.179,-0.283,2.01,0.431,0.524,2.17,3.00
1789762747.416,28.0,1,1,27,0.543,18.23,0.179,-0.283,2.04,0.522,0.402,2.11,-0.40
1789762747.433,15.3,1,1,27,0.000,18.42,0.141,-0.344,2.04,0.428,0.458,2.11,2.80
1789762747.465,28.3,1,1,28,0.745,18.42,0.128,-0.289,2.05,0.458,0.427,2.12,-0.18
1789762747.485,18.2,1,1,28,0.000,18.42,0.128,-0.289,2.05,0.427,0.489,2.15,3.20
1789762747.515,28.2,1,1,29,0.001,18.52,0.101,-0.295,2.05,0.489,0.462,1.89,-5.23
1789762747.541,24.3,1,1,29,0.000,18.52,0.101,-0.295,2.06,0.462,0.524,1.87,2.57
1789762747.571,28.1,1,1,30,-0.005,18.62,0.078,-0.318,2.00,0.524,0.469,2.01,1.86
1789762747.595,23.1,1,1,30,0.000,18.62,0.078,-0.318,1.97,0.469,0.504,2.18,3.46
1789762747.628,29.7,1,1,31,0.022,18.71,0.044,-0.273,1.88,0.504,0.445,1.99,-0.13
1789762747.651,22.0,1,1,31,0.000,18.71,0.044,-0.273,1.83,0.445,0.517,2.01,4.67
1789762747.681,27.7,1,1,32,0.899,18.81,0.024,-0.280,1.82,0.517,0.450,2.09,1.92
1789762747.699,17.5,1,1,32,0.000,18.81,0.024,-0.280,1.81,0.450,0.486,2.12,5.29
1789762747.731,27.1,1,1,33,0.210,18.92,-0.003,-0.229,1.90,0.486,0.448,2.11,0.05
1789762747.747,15.0,1,1,33,0.000,18.92,-0.003,-0.229,1.96,0.448,0.436,2.18,5.57
1789762747.775,26.7,1,1,33,0.000,19.02,-0.021,-0.219,2.03,0.436,0.425,2.25,0.05
1789762747.799,22.4,1,1,33,0.000,19.02,-0.021,-0.219,2.11,0.425,0.383,2.34,5.71
1789762747.820,18.9,1,1,33,0.000,19.12,-0.034,-0.218,2.12,0.383,0.352,2.48,2.80
1789762747.846,25.5,1,1,33,0.000,19.12,-0.034,-0.218,2.12,0.352,0.342,2.50,6.10
1789762747.870,22.2,1,1,33,0.000,19.12,-0.048,-0.096,2.12,0.342,0.290,2.52,3.25
1789762747.890,18.9,1,1,33,0.000,19.12,-0.048,-0.096,2.12,0.290,0.290,2.55,6.68
1789762747.912,20.2,1,1,33,0.000,19.22,-0.060,-0.099,2.06,0.290,0.281,2.50,3.50
1789762747.933,20.2,1,1,33,0.000,19.22,-0.060,-0.099,2.03,0.281,0.271,2.48,6.78
1789762747.958,22.5,1,1,33,0.000,19.32,-0.069,-0.126,2.01,0.271,0.265,2.50,4.28
1789762747.984,24.8,1,1,33,0.000,19.32,-0.069,-0.126,2.00,0.265,0.256,2.50,6.81
1789762748.010,24.4,1,1,33,0.000,19.43,-0.077,-0.141,1.94,0.256,0.253,2.47,4.91
1789762748.036,24.3,1,1,33,0.000,19.43,-0.077,-0.141,1.92,0.253,0.247,2.45,6.84
1789762748.061,23.0,1,1,33,0.000,19.43,-0.086,-0.068,1.90,0.247,0.217,2.44,5.27
1789762748.084,21.4,1,1,33,0.000,19.53,-0.094,-0.077,1.89,0.217,0.185,2.44,6.96
1789762748.107,21.9,1,1,33,0.000,19.53,-0.094,-0.077,1.97,0.185,0.187,2.54,5.74
1789762748.129,20.5,1,1,33,0.000,19.64,-0.101,-0.073,2.02,0.187,0.162,2.59,6.94
1789762748.151,20.6,1,1,33,0.000,19.64,-0.101,-0.073,2.09,0.162,0.157,2.67,5.96
1789762748.172,18.8,1,1,33,0.000,19.74,-0.108,-0.058,2.13,0.157,0.136,2.71,6.94
1789762748.194,20.4,1,1,33,0.000,19.74,-0.108,-0.058,2.23,0.136,0.129,2.81,6.12
1789762748.222,26.9,1,1,34,0.000,19.84,-0.113,-0.051,2.30,0.129,0.115,2.88,6.95
1789762748.246,22.1,1,1,34,0.000,19.84,-0.113,-0.051,2.26,0.115,0.121,2.85,6.32
1789762748.268,20.2,1,1,34,0.000,19.95,-0.117,-0.046,2.25,0.121,0.098,2.84,6.93
1789762748.293,23.0,1,1,34,0.000,19.95,-0.117,-0.046,2.15,0.098,0.114,2.77,6.69
1789762748.317,22.0,1,1,34,0.000,19.95,-0.119,-0.016,2.10,0.114,0.098,2.71,6.87
1789762748.343,24.0,1,1,34,0.000,19.95,-0.119,-0.016,1.99,0.098,0.099,2.61,6.87
1789762748.372,27.7,1,1,35,0.000,20.16,-0.122,-0.037,1.93,0.099,0.112,2.56,6.89
1789762748.396,21.5,1,1,35,0.000,20.16,-0.122,-0.037,1.85,0.112,0.118,2.48,6.84
1789762748.422,24.3,1,1,35,0.000,20.16,-0.124,-0.010,1.83,0.118,0.107,2.46,6.89
1789762748.446,21.5,1,1,35,0.000,20.16,-0.124,-0.010,1.88,0.107,0.108,2.51,6.88
1789762748.468,21.2,1,1,35,0.000,20.27,-0.126,-0.007,1.91,0.108,0.107,2.53,6.87
1789762748.495,25.1,1,1,35,0.000,20.27,-0.126,-0.007,1.98,0.107,0.100,2.61,6.87
1789762748.519,22.0,1,1,35,0.000,20.37,-0.127,0.001,2.03,0.100,0.083,2.65,6.87
1789762748.543,21.4,1,1,35,0.000,20.37,-0.127,0.001,2.16,0.083,0.072,2.79,6.92
1789762748.568,23.6,1,1,35,0.000,20.57,-0.126,0.010,2.25,0.072,0.054,2.87,6.89
1789762748.593,23.6,1,1,35,0.000,20.57,-0.126,0.010,2.33,0.054,0.044,2.95,6.98
1789762748.620,24.4,1,1,35,0.000,20.67,-0.124,0.036,2.37,0.044,0.040,3.00,6.93
1789762748.645,23.8,1,1,35,0.000,20.67,-0.124,0.036,2.24,0.040,0.036,2.86,6.99
1789762748.672,25.1,1,1,35,0.000,20.76,-0.119,0.069,2.16,0.036,0.036,2.79,6.96
1789762748.702,28.8,1,1,36,0.000,20.76,-0.119,0.069,2.09,0.036,0.033,2.72,6.99
1789762748.725,20.7,1,1,36,0.000,20.86,-0.108,0.102,2.06,0.033,0.032,2.69,6.98
1789762748.749,22.7,1,1,36,0.000,20.86,-0.108,0.102,1.96,0.032,0.028,2.59,6.99
1789762748.775,23.4,1,1,36,0.000,20.95,-0.099,0.127,1.89,0.028,0.030,2.53,6.99
1789762748.805,28.3,1,1,37,0.000,20.95,-0.099,0.127,1.85,0.030,0.028,2.49,6.99
1789762748.840,22.9,1,1,37,0.000,21.05,-0.082,0.157,1.83,0.028,0.027,2.47,6.99
1789762748.864,22.6,1,1,37,0.000,21.05,-0.082,0.157,1.95,0.027,0.025,2.59,6.99
1789762748.891,24.1,1,1,37,0.000,21.14,-0.063,0.187,2.02,0.025,0.015,2.66,6.99
1789762748.919,26.7,1,1,37,0.000,21.14,-0.063,0.187,2.15,0.015,0.007,2.78,7.00
1789762748.949,27.4,1,1,38,0.000,21.23,-0.042,0.216,2.24,0.007,0.012,2.87,7.00
1789762748.980,28.9,1,1,39,0.000,21.23,-0.042,0.216,2.40,0.012,0.008,3.02,6.99
1789762749.006,24.5,1,1,39,0.000,21.41,0.001,0.268,2.49,0.008,0.004,3.12,7.00
1789762749.030,23.5,1,1,39,0.000,21.41,0.001,0.268,2.63,0.004,-0.010,3.25,7.00
1789762749.053,20.9,1,1,39,0.000,21.60,0.037,0.300,2.73,-0.010,-0.007,3.34,6.98
1789762749.075,20.4,1,1,39,0.000,21.60,0.037,0.300,2.81,-0.007,-0.018,3.42,6.99
1789762749.098,21.4,1,1,39,0.000,21.70,0.080,0.299,2.86,-0.018,-0.044,3.47,6.90
1789762749.122,22.7,1,1,39,0.000,21.70,0.080,0.299,2.98,-0.044,-0.021,3.58,6.91
1789762749.142,18.2,1,1,39,0.000,21.90,0.140,0.260,3.07,-0.021,-0.030,3.67,7.00
1789762749.165,21.1,1,1,39,0.000,21.90,0.140,0.260,3.18,-0.030,-0.034,3.78,6.75
1789762749.187,21.0,1,1,39,0.000,21.90,0.140,0.260,3.28,-0.034,-0.029,3.87,7.00
1789762749.212,22.8,1,1,39,0.000,22.10,0.181,0.196,3.40,-0.029,-0.016,3.99,6.79
1789762749.233,20.5,1,1,39,0.000,22.10,0.181,0.196,3.49,-0.016,-0.017,4.08,6.96
1789762749.256,20.3,1,1,39,0.000,22.41,0.221,0.091,3.63,-0.017,0.057,4.13,5.21
1789762749.276,19.1,1,1,39,0.000,22.41,0.221,0.091,3.75,0.051,0.001,4.06,3.12
1789762749.298,20.8,1,1,39,0.000,22.41,0.228,0.084,3.85,0.001,0.001,4.06,3.20
1789762749.319,19.7,1,1,39,0.000,22.41,0.228,0.084,3.93,0.001,0.001,4.11,2.52
1789762749.340,19.7,1,1,39,0.000,22.62,0.235,0.009,4.05,0.001,0.001,4.09,0.50
1789762749.358,16.1,1,1,39,0.000,22.72,0.233,-0.029,4.14,0.001,0.097,4.14,1.83
1789762749.377,17.7,1,1,39,0.000,22.72,0.233,-0.029,4.19,0.057,0.153,4.21,0.79
1789762749.401,22.4,1,1,39,0.000,22.94,0.217,-0.112,4.19,0.119,0.119,4.12,0.01
1789762749.420,17.9,1,1,39,0.000,22.94,0.217,-0.112,4.19,0.119,0.119,4.03,-0.80
1789762749.443,20.7,1,1,39,0.000,23.16,0.189,-0.198,4.19,0.119,0.171,4.04,0.00
1789762749.462,18.4,1,1,39,0.000,23.16,0.189,-0.198,4.19,0.171,0.173,4.02,-1.06
1789762749.490,26.2,1,1,39,0.000,23.37,0.146,-0.254,4.14,0.173,0.174,3.98,0.01
1789762749.515,23.2,1,1,39,0.000,23.37,0.146,-0.254,4.11,0.174,0.183,3.90,-1.84
1789762749.536,19.7,1,1,39,0.000,23.59,0.100,-0.297,4.07,0.183,0.183,3.87,0.01
1789762749.557,19.1,1,1,39,0.000,23.59,0.100,-0.297,4.06,0.183,0.189,3.83,-2.39
1789762749.586,27.0,1,1,40,0.000,23.69,0.054,-0.279,3.98,0.189,0.190,3.76,0.01
1789762749.609,22.0,1,1,40,0.000,23.69,0.054,-0.279,3.93,0.190,0.197,3.77,-1.14
1789762749.632,21.5,1,1,40,0.000,24.00,-0.020,-0.301,3.91,0.197,0.187,3.75,0.02
1789762749.656,22.5,1,1,40,0.000,24.00,-0.020,-0.301,3.90,0.187,0.205,3.68,-2.22
1789762749.684,26.4,1,1,40,0.000,24.00,-0.020,-0.301,3.89,0.205,0.205,3.68,-0.02
1789762749.712,25.6,1,1,40,0.000,24.20,-0.087,-0.264,3.83,0.205,0.205,3.69,-0.63
1789762749.742,28.2,1,1,41,0.000,24.20,-0.087,-0.264,3.81,0.205,0.204,3.67,-0.00
1789762749.772,27.9,1,1,42,0.000,24.30,-0.130,-0.210,3.70,0.204,0.194,3.71,2.24
1789762749.801,27.9,1,1,43,0.000,24.30,-0.130,-0.210,3.67,0.194,0.187,3.68,0.04
1789762749.830,26.9,1,1,43,0.000,24.59,-0.179,-0.199,3.59,0.187,0.190,3.66,3.31
1789762749.859,27.3,1,1,44,0.000,24.59,-0.179,-0.199,3.57,0.190,0.190,3.63,0.04
1789762749.886,25.7,1,1,44,0.000,24.79,-0.217,-0.138,3.52,0.190,0.182,3.64,4.34
1789762749.911,23.3,1,1,44,0.000,24.79,-0.217,-0.138,3.51,0.182,0.175,3.63,0.05
1789762749.933,20.1,1,1,44,0.000,24.89,-0.234,-0.085,3.59,0.175,0.153,3.78,5.70
1789762749.957,22.1,1,1,44,0.000,24.89,-0.234,-0.085,3.63,0.153,0.132,3.81,0.06
1789762749.985,26.7,1,1,45,0.000,25.08,-0.247,-0.049,3.63,0.132,0.130,3.79,5.14
1789762750.009,22.6,1,1,45,0.000,25.08,-0.247,-0.049,3.63,0.130,0.127,3.79,0.06
1789762750.038,27.7,1,1,46,0.000,25.18,-0.251,0.004,3.71,0.127,0.114,3.96,6.90
1789762750.066,25.8,1,1,46,0.000,25.18,-0.251,0.004,3.77,0.114,0.100,4.01,0.06
1789762750.086,17.6,1,1,46,0.000,25.48,-0.246,0.042,3.80,0.100,0.100,4.03,6.51
1789762750.109,21.6,1,1,46,0.000,25.48,-0.246,0.042,3.81,0.100,0.100,4.03,0.05
1789762750.128,17.1,1,1,46,0.000,25.58,-0.234,0.091,3.87,0.100,0.001,4.10,6.66
1789762750.146,16.8,1,1,46,0.000,25.58,-0.234,0.091,3.90,0.042,-0.058,4.39,5.43
1789762750.174,25.2,1,1,46,0.016,25.78,-0.221,0.102,3.92,-0.020,-0.020,4.08,0.06
1789762750.195,20.6,1,1,46,0.000,25.78,-0.221,0.102,3.93,-0.020,-0.020,4.06,4.67
1789762750.221,23.5,1,1,46,0.000,25.98,-0.200,0.133,4.04,-0.020,-0.029,4.16,0.06
1789762750.241,18.8,1,1,46,0.000,25.98,-0.200,0.133,4.13,-0.029,-0.038,4.27,4.87
1789762750.267,24.6,1,1,46,0.000,26.18,-0.174,0.160,4.19,-0.038,-0.115,4.32,0.05
1789762750.286,17.9,1,1,46,0.000,26.18,-0.174,0.160,4.23,-0.115,-0.096,4.46,6.87
1789762750.307,19.2,1,1,46,0.000,26.38,-0.141,0.173,4.29,-0.096,-0.107,4.51,0.06
1789762750.328,19.7,1,1,46,0.000,26.38,-0.141,0.173,4.33,-0.107,-0.098,4.54,6.58
1789762750.350,19.8,1,1,46,0.000,26.48,-0.110,0.160,4.35,-0.098,-0.105,4.55,0.06
1789762750.376,24.9,1,1,46,0.000,26.48,-0.110,0.160,4.35,-0.105,-0.096,4.55,6.29
1789762750.398,20.5,1,1,46,0.000,26.67,-0.079,0.138,4.42,-0.096,-0.095,4.69,1.75
1789762750.423,22.5,1,1,46,0.000,26.67,-0.079,0.138,4.44,-0.095,-0.090,4.72,6.25
1789762750.444,19.6,1,1,46,0.000,26.87,-0.051,0.105,4.51,-0.090,-0.087,4.82,2.54
1789762750.467,21.1,1,1,46,0.000,26.87,-0.051,0.105,4.55,-0.087,-0.081,4.86,6.32
1789762750.492,23.4,1,1,46,0.000,27.16,-0.030,0.099,4.60,-0.081,-0.081,4.95,3.35
1789762750.518,24.4,1,1,46,0.000,27.16,-0.030,0.099,4.64,-0.081,-0.077,4.99,6.28
